Type,text,text,obo id,doi,text,obo id,integer,integer,integer,obo id,float,float,float
965,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,31424,38278,0,UBERON:0003509,972.96875,11.58123482,0.259937622
964,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,42878,38306,0,UBERON:0003509,1438.625,16.03316874,0.079507357
963,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,14341,38295,0,UBERON:0003509,2008.875,22.15005643,0.203159753
962,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,32704,38255,0,UBERON:0003509,1341.5625,15.22538998,0.315843865
961,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,32249,38211,0,UBERON:0003509,4407.96875,19.30835311,0.298079913
960,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,20324,38172,0,UBERON:0003509,743.28125,14.25219281,0.112318229
959,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,26890,38163,0,UBERON:0003509,1191.375,15.41509001,0.194614498
958,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,31376,38113,0,UBERON:0003509,2917.9375,18.81820927,0.174736956
957,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,30740,38059,0,UBERON:0003509,1040.71875,7.826237921,0.319438282
956,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,41710,38218,0,UBERON:0003509,2299.75,12.91559135,0.220697488
955,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,31778,38045,0,UBERON:0003509,1671.4375,18.68321439,0.283853771
954,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,15764,38021,0,UBERON:0003509,1656.34375,20.75150597,0.217186121
953,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,32821,37937,0,UBERON:0003509,417.09375,10.81665383,0.416666667
952,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,34095,37919,0,UBERON:0003509,247.125,8.514693183,0.395012003
951,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,31119,37951,0,UBERON:0003509,1251.53125,15.42927412,0.231991164
950,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,28939,37976,0,UBERON:0003509,6606.375,22.09072203,0.19238846
949,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,45018,38106,0,UBERON:0003509,6239.28125,22.26263686,0.269743702
948,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,14071,37784,0,UBERON:0003509,1499.71875,15.32359292,0.072961609
947,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,45023,37684,0,UBERON:0003509,793.03125,13.36272801,0.243213811
946,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,44830,38050,0,UBERON:0003509,5153.375,17.21917536,0.428732002
945,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,42678,38572,0,UBERON:0003509,28077.96875,42.95710069,0.08230383
944,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,55981,37809,0,UBERON:0003509,37715.25,52.88312585,0.158913983
943,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,27081,37532,0,UBERON:0003509,2694.46875,20.55024331,0.450116325
942,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,27879,37480,0,UBERON:0003509,658.0625,8.845903006,0.220730706
941,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,26832,37438,0,UBERON:0003509,738.375,13.08864011,0.14917993
940,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,33509,37513,0,UBERON:0003509,2243.53125,11.1383347,0.381565118
939,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,27731,37446,0,UBERON:0003509,1714.65625,18.13318781,0.166015963
938,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,43012,38025,0,UBERON:0003509,19197.625,28,0.198246458
937,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,42852,37298,0,UBERON:0003509,836.71875,14.0556928,0.266795814
936,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,29170,37328,0,UBERON:0003509,3167.5,17.79395965,0.279938519
935,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,13131,37214,0,UBERON:0003509,449.75,9.433981132,0.079499841
934,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,23087,37218,0,UBERON:0003509,493.53125,9.762812095,0.080977633
933,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,44987,37275,0,UBERON:0003509,2532.15625,16.5,0.32105485
932,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,34993,37162,0,UBERON:0003509,1753.21875,14.31127178,0.210351581
931,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,25431,36948,0,UBERON:0003509,520.21875,10.17963654,0.187034505
930,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,23913,36944,0,UBERON:0003509,559.125,10.35012077,0.199181522
929,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,57239,37245,0,UBERON:0003509,37003.125,84.93600532,0.322244352
928,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,50409,36751,0,UBERON:0003509,406.84375,9.915266008,0.169138274
927,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,24181,36768,0,UBERON:0003509,1720.9375,12.9059095,0.19078194
926,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,50488,36680,0,UBERON:0003509,296.84375,7.115124735,0.331476309
925,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,44863,36693,0,UBERON:0003509,684.9375,12.15010288,0.270634466
924,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,50476,36447,0,UBERON:0003509,358.125,8.459462158,0.308539311
923,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,26629,36504,0,UBERON:0003509,1912.53125,20.3039405,0.206401494
922,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,52322,36398,0,UBERON:0003509,355.5625,7.90569415,0.089442719
921,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,44988,36665,0,UBERON:0003509,2952.3125,12.75980016,0.192966537
920,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,25949,36386,0,UBERON:0003509,468.96875,10.00312451,0.111768477
919,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,26305,36451,0,UBERON:0003509,1734.625,16.90044378,0.159320219
918,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,26166,36427,0,UBERON:0003509,1571.21875,15.89024858,0.1841491
917,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,57906,36496,0,UBERON:0003509,1713.5625,12.88652397,0.130139903
916,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,57397,36291,0,UBERON:0003509,607.03125,11.54339638,0.233257381
915,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,24364,36294,0,UBERON:0003509,443.6875,7.941190087,0.169532675
914,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,22302,36153,0,UBERON:0003509,262.46875,7.071067812,0.141421356
913,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,26357,36191,0,UBERON:0003509,892.71875,14.51292527,0.269629926
912,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,50673,36142,0,UBERON:0003509,238.78125,6.932712312,0.274631802
911,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,50760,36115,0,UBERON:0003509,312.875,7.38241153,0.378614083
910,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,50835,36112,0,UBERON:0003509,349.5,7.424621202,0.287691571
909,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,31992,35993,0,UBERON:0003509,3934,15.43534904,0.423905293
908,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,51039,35963,0,UBERON:0003509,918.5,12.31107225,0.344619916
907,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,35810,35969,0,UBERON:0003509,1238.6875,10.73545528,0.419818161
906,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,31516,35870,0,UBERON:0003509,2227.90625,16,0.482354658
905,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,35687,35753,0,UBERON:0003509,401.25,8.400148808,0.564682436
904,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,11721,35759,0,UBERON:0003509,965.09375,11.66726189,0.085709913
903,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,30785,35673,0,UBERON:0003509,901.75,9.16856041,0.457079789
902,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,13523,35656,0,UBERON:0003509,441.21875,12.0959704,0.065358081
901,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,35776,35642,0,UBERON:0003509,269.875,6.103277808,0.286731172
900,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,58290,35723,0,UBERON:0003509,1517.4375,12.74754878,0.370031184
899,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,30892,35623,0,UBERON:0003509,996.6875,10.84550598,0.597995234
898,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,23590,35569,0,UBERON:0003509,351.75,10.20110288,0.171550078
897,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,35287,35510,0,UBERON:0003509,1507.15625,11.63239012,0.343867422
896,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,35754,35478,0,UBERON:0003509,368.21875,9.708243919,0.237415349
895,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,26227,35518,0,UBERON:0003509,1284.40625,19.69295559,0.257052029
894,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,34016,35385,0,UBERON:0003509,2464,14.70544117,0.563330312
893,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,15551,35379,0,UBERON:0003509,967.34375,16.2788206,0.247630278
892,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,56856,35275,0,UBERON:0003509,308.53125,9.276987658,0.076221593
891,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,34407,35194,0,UBERON:0003509,356.6875,8.223442102,0.245099851
890,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,29529,35295,0,UBERON:0003509,6825.0625,13.75227254,0.399106736
889,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,56782,35260,0,UBERON:0003509,3048.71875,18.73666192,0.387861027
888,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,33714,35066,0,UBERON:0003509,1901.84375,14.84082208,0.535090984
887,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,52342,34971,0,UBERON:0003509,696.71875,12.79892574,0.220989416
886,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,50838,34920,0,UBERON:0003509,29.46875,2.150581317,0.493196962
885,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,14841,34928,0,UBERON:0003509,282.6875,8.663861726,0.118974245
884,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,33197,34900,0,UBERON:0003509,846.4375,12.96630248,0.136335471
883,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,32938,34891,0,UBERON:0003509,1791.375,13.34166406,0.361896534
882,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,33448,34819,0,UBERON:0003509,970.375,13.64047287,0.277350098
881,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,35463,34792,0,UBERON:0003509,467.09375,10.76162163,0.197119023
880,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,28937,34823,0,UBERON:0003509,1535.4375,14.42437174,0.138654219
879,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,33215,34740,0,UBERON:0003509,972.53125,12.5,0.442718872
878,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,32980,34740,0,UBERON:0003509,1057.125,14.51292527,0.206712289
877,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,37666,34756,0,UBERON:0003509,2682.125,13.428049,0.645206294
876,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,25862,34669,0,UBERON:0003509,957.59375,16.08765054,0.231016778
875,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,32796,34665,0,UBERON:0003509,824.28125,12.55487953,0.125938192
874,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,37915,34644,0,UBERON:0003509,2562.4375,15.46366709,0.506363066
873,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,37396,34628,0,UBERON:0003509,756.40625,9.414085192,0.349289022
872,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,47420,34793,0,UBERON:0003509,2882.4375,15.43534904,0.194359065
871,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,38092,34579,0,UBERON:0003509,3.8125,0.707106781,0.353553391
870,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,47295,34630,0,UBERON:0003509,886.5625,13.5,0.099725274
869,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,52459,34708,0,UBERON:0003509,2673.75,21.42574386,0.17810744
868,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,33652,34632,0,UBERON:0003509,1648.375,11.14955156,0.496341568
867,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,33215,34532,0,UBERON:0003509,1269.15625,11,0.330914086
866,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,26198,34554,0,UBERON:0003509,1708.625,20.44657673,0.486781467
865,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,38467,34508,0,UBERON:0003509,842.28125,13.25943061,0.531282346
864,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,33515,34485,0,UBERON:0003509,1006.03125,13.0981869,0.337676622
863,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,38573,34453,0,UBERON:0003509,494.1875,9.219544457,0.303169531
862,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,52321,34439,0,UBERON:0003509,542.375,12.29837388,0.244780219
861,91706.segmentations.ome.tiff,arteries-arterioles,UBERON:0001637,dx.doi.org/10.17504/protocols.io.dm6gp35p8vzp/v1,STELLAR,UBERON:0001637,32034,34486,0,UBERON:0003509,2597.6875,16.10124219,0.188891095
